epoch,epoch_index_zero_based,timestamp,img_size,batch_size,max_train_samples,max_val_samples,train_dataset_size,val_dataset_size,device,lr_before_scheduler,lr_after_scheduler,epoch_elapsed_sec,checkpoint_path,phase,loss,silog_loss,l1_loss,gradient_loss,abs_rel,rmse,si_rmse,avg_grad_norm,valid_pixel_fraction,n_batches,n_samples,skipped_batches,elapsed_sec,samples_per_sec
37,36,2026-05-06 17:58:24,320,12,19600,3000,19600,3000,cuda,0.0009999105485974922,0.0009999126803815711,242.29502367973328,/content/model_checkpoint.pt,val,0.3764307414889336,0.369135980963707,0.03041398417390883,0.05465325597301125,4.18056502866745,0.06711602778732777,0.5978948667049407,nan,0.5351132389322917,250,3000,0,26.61871027946472,112.7026805019318
38,37,2026-05-06 18:02:27,320,12,19600,3000,19600,3000,cuda,0.0009999126803815711,0.0009999122610681538,242.33139991760254,/content/model_checkpoint.pt,train,0.3221132443850744,0.314777070863886,0.03007918638587591,0.05648591408034105,3.471019594730625,0.0672440491468535,0.5553045557718382,0.4296313340124769,0.5361123963647959,1634,19600,0,215.6632719039917,90.8824197414823
38,37,2026-05-06 18:02:27,320,12,19600,3000,19600,3000,cuda,0.0009999126803815711,0.0009999122610681538,242.33139991760254,/content/model_checkpoint.pt,val,0.37690132164955137,0.36951253497600556,0.031135956665500997,0.054367858447134494,3.6118657364845275,0.06755129328742623,0.5993287510871887,nan,0.5351132389322917,250,3000,0,26.666508197784424,112.50066854456985
39,38,2026-05-06 18:06:29,320,12,19600,3000,19600,3000,cuda,0.0009999122610681538,0.0009999147368345892,241.90509247779846,/content/model_checkpoint.pt,train,0.3195211712631193,0.31221268156422544,0.02989484622904682,0.05648525601858216,3.42467728034665,0.06670794996029425,0.5532746479881875,0.4071670785464228,0.5361123963647959,1634,19600,0,215.38542771339417,90.99965679238538
39,38,2026-05-06 18:06:29,320,12,19600,3000,19600,3000,cuda,0.0009999122610681538,0.0009999147368345892,241.90509247779846,/content/model_checkpoint.pt,val,0.36582268249988553,0.3586342049241066,0.02976510032080114,0.054474222157150504,3.9195854959487915,0.06639521715417504,0.5908122421503067,nan,0.5351132389322917,250,3000,0,26.51805567741394,113.1304661433067
40,39,2026-05-06 18:10:31,320,12,19600,3000,19600,3000,cuda,0.0009999147368345892,0.0009999141697817555,241.9079806804657,/content/model_checkpoint.pt,train,0.31805407463811164,0.3107889103116137,0.02960389773099201,0.05649158905768673,3.4616305849251576,0.06632945079167203,0.5520460678212062,0.39738669808648497,0.5361123963647959,1634,19600,0,215.27984952926636,91.04428511473604
40,39,2026-05-06 18:10:31,320,12,19600,3000,19600,3000,cuda,0.0009999147368345892,0.0009999141697817555,241.9079806804657,/content/model_checkpoint.pt,val,0.36944353860616685,0.3622073190808296,0.03011803985387087,0.054370264399796725,3.76165886592865,0.06642632169649004,0.5927736766338348,nan,0.5351132389322917,250,3000,0,26.626296997070312,112.67056775976357
41,40,2026-05-06 18:14:34,320,12,19600,3000,19600,3000,cuda,0.0009999141697817555,0.0009999152894636454,242.59013295173645,/content/model_checkpoint.pt,train,0.3128857772382412,0.3057459707359351,0.028789056683326257,0.05642896292063167,3.420063811971041,0.06529980460911387,0.5477521196281312,0.37582125108018793,0.5361123963647959,1634,19600,0,215.8039162158966,90.82318960510236
41,40,2026-05-06 18:14:34,320,12,19600,3000,19600,3000,cuda,0.0009999141697817555,0.0009999152894636454,242.59013295173645,/content/model_checkpoint.pt,val,0.3637125501036644,0.35650931107997896,0.029950670642778277,0.05421276331320405,3.865374160289764,0.06640975421667099,0.5888944144248962,nan,0.5351132389322917,250,3000,0,26.783856630325317,112.00776801513076
42,41,2026-05-06 18:18:37,320,12,19600,3000,19600,3000,cuda,0.0009999152894636454,0.0009999150602474202,242.04147267341614,/content/model_checkpoint.pt,train,0.31072617340445374,0.3036082691103767,0.028651884097248007,0.05640243502040798,3.411637838387285,0.06480045194453771,0.5458996194520808,0.3645297866246254,0.5361123963647959,1634,19600,0,215.57237315177917,90.920741435639
42,41,2026-05-06 18:18:37,320,12,19600,3000,19600,3000,cuda,0.0009999152894636454,0.0009999150602474202,242.04147267341614,/content/model_checkpoint.pt,val,0.36613909268379213,0.3590759398341179,0.028917825425043703,0.05450958555191755,4.069055931091309,0.06527593103423715,0.5896906366348267,nan,0.5351132389322917,250,3000,0,26.46750020980835,113.34655619982794
43,42,2026-05-06 18:22:39,320,12,19600,3000,19600,3000,cuda,0.0009999150602474202,0.0009999153532206158,241.80739974975586,/content/model_checkpoint.pt,train,0.3112375171287407,0.30416123711274917,0.028398790842747473,0.05632922051912185,3.4243008668740784,0.06434534393755931,0.5463733450216646,0.37755666394128645,0.5361123963647959,1634,19600,0,215.30650734901428,91.0330126168838
43,42,2026-05-06 18:22:39,320,12,19600,3000,19600,3000,cuda,0.0009999150602474202,0.0009999153532206158,241.80739974975586,/content/model_checkpoint.pt,val,0.3634123079180717,0.35632533514499665,0.029169043300673367,0.0542323351316154,3.9157869353294372,0.06577876465767622,0.5886727521419525,nan,0.5351132389322917,250,3000,0,26.49933910369873,113.21037057793133
44,43,2026-05-06 18:26:41,320,12,19600,3000,19600,3000,cuda,0.0009999153532206158,0.0009999168351966464,241.75494384765625,/content/model_checkpoint.pt,train,0.30681821205077586,0.2998082524705838,0.027973868638776343,0.056277582809474945,3.380571391328604,0.06421498269312348,0.5426154483743514,0.3497740907897783,0.5361123963647959,1634,19600,0,215.2831220626831,91.0429011443505
44,43,2026-05-06 18:26:41,320,12,19600,3000,19600,3000,cuda,0.0009999153532206158,0.0009999168351966464,241.75494384765625,/content/model_checkpoint.pt,val,0.35714268529415133,0.34997475731372835,0.029670418616384267,0.0543472985997796,3.6825318975448607,0.0656010026410222,0.5834966793060302,nan,0.5351132389322917,250,3000,0,26.469748497009277,113.33692877130885
45,44,2026-05-06 18:30:44,320,12,19600,3000,19600,3000,cuda,0.0009999168351966464,0.0009999168471227107,242.37083220481873,/content/model_checkpoint.pt,train,0.3031645907200827,0.29623184206290226,0.027485844026567046,0.05619743592624474,3.3725943179798827,0.06352123185807572,0.5393893723279202,0.32768649544288725,0.5361123963647959,1634,19600,0,215.7067883014679,90.86408524430578
45,44,2026-05-06 18:30:44,320,12,19600,3000,19600,3000,cuda,0.0009999168351966464,0.0009999168471227107,242.37083220481873,/content/model_checkpoint.pt,val,0.3564973573684692,0.3491093873381615,0.031142079439014196,0.05433315831795335,3.705198972225189,0.069398341499269,0.5834548391103744,nan,0.5351132389322917,250,3000,0,26.662421941757202,112.51791028412039
46,45,2026-05-06 18:34:47,320,12,19600,3000,19600,3000,cuda,0.0009999168471227107,0.000999918371055454,242.4278919696808,/content/model_checkpoint.pt,train,0.30209611797639174,0.2951679018438957,0.02744233150649565,0.05623732147609525,3.3846981940902725,0.0629998405861259,0.538181740184163,0.32979697068398556,0.5361123963647959,1634,19600,0,215.56288886070251,90.92474174747949
46,45,2026-05-06 18:34:47,320,12,19600,3000,19600,3000,cuda,0.0009999168471227107,0.000999918371055454,242.4278919696808,/content/model_checkpoint.pt,val,0.35083724856376647,0.34396051371097563,0.027807032477110624,0.054113602317869665,4.102694466114044,0.06534824624657631,0.5780835145711899,nan,0.5351132389322917,250,3000,0,26.862540245056152,111.67968377644878
47,46,2026-05-06 18:38:50,320,12,19600,3000,19600,3000,cuda,0.000999918371055454,0.0009999187099632562,242.33635759353638,/content/model_checkpoint.pt,train,0.30031652780502777,0.29345539604362686,0.027032463459954616,0.05612523678628639,3.390516077034914,0.062181761984187865,0.5367870227031346,0.31441166431094764,0.5361123963647959,1634,19600,0,215.80855298042297,90.82123821931195
47,46,2026-05-06 18:38:50,320,12,19600,3000,19600,3000,cuda,0.000999918371055454,0.0009999187099632562,242.33635759353638,/content/model_checkpoint.pt,val,0.34851838850975037,0.34161318236589433,0.027987109124660493,0.05414279021695256,3.8755231380462645,0.06463764840364457,0.5768821872472764,nan,0.5351132389322917,250,3000,0,26.52625823020935,113.09548350032493
48,47,2026-05-06 18:42:52,320,12,19600,3000,19600,3000,cuda,0.0009999187099632562,0.0009999192950171844,242.1645050048828,/content/model_checkpoint.pt,train,0.29923027818577963,0.2923600970330845,0.027088433019634487,0.05613832135036168,3.3950159219954266,0.062343976853672996,0.5357899748454625,0.3092620346690625,0.5361123963647959,1634,19600,0,215.56274342536926,90.92480309235712
48,47,2026-05-06 18:42:52,320,12,19600,3000,19600,3000,cuda,0.0009999187099632562,0.0009999192950171844,242.1645050048828,/content/model_checkpoint.pt,val,0.3469223985671997,0.3397656076550484,0.029773268196731806,0.05381596853211522,3.5777940783500672,0.06579531324282288,0.5748024375438691,nan,0.5351132389322917,250,3000,0,26.600066423416138,112.78167325774378
49,48,2026-05-06 18:46:55,320,12,19600,3000,19600,3000,cuda,0.0009999192950171844,0.0009999180651700458,242.0957953929901,/content/model_checkpoint.pt,train,0.29675076814366086,0.28992791151037417,0.026771138630513298,0.0561437158360325,3.376708177487153,0.06269995414286013,0.533754986586594,0.2907571407123908,0.5361123963647959,1634,19600,0,215.58352851867676,90.91603674304822
49,48,2026-05-06 18:46:55,320,12,19600,3000,19600,3000,cuda,0.0009999192950171844,0.0009999180651700458,242.0957953929901,/content/model_checkpoint.pt,val,0.3537422425150871,0.34666082191467285,0.029043518330901862,0.05449783065542579,4.151172673225402,0.06532224709168076,0.5791656481027603,nan,0.5351132389322917,250,3000,0,26.510721921920776,113.16176182736866
50,49,2026-05-06 18:50:58,320,12,19600,3000,19600,3000,cuda,0.0009999180651700458,0.0009999198310348058,242.5495536327362,/content/model_checkpoint.pt,train,0.29404392343292624,0.2873086079663279,0.02617876163987053,0.056170021952671366,3.332354140726706,0.06130645209022842,0.5313978344749208,0.2861699676608514,0.5361123963647959,1634,19600,0,215.68839979171753,90.87183185988216
50,49,2026-05-06 18:50:58,320,12,19600,3000,19600,3000,cuda,0.0009999180651700458,0.0009999198310348058,242.5495536327362,/content/model_checkpoint.pt,val,0.34432138347625735,0.3375076770186424,0.02734333946555853,0.054244129836559296,3.979418164730072,0.06325348252803087,0.5728903754949569,nan,0.5351132389322917,250,3000,0,26.85922074317932,111.69348614709254
51,50,2026-05-06 18:55:00,320,12,19600,3000,19600,3000,cuda,0.0009999198310348058,0.0009999196111414393,242.14258670806885,/content/model_checkpoint.pt,train,0.2934642921827706,0.286742272528032,0.026136958303620794,0.05602950634573891,3.3565603523826364,0.06150040602154182,0.5308665444976405,0.28318864282681133,0.5361123963647959,1634,19600,0,215.36249661445618,91.0093461401875
51,50,2026-05-06 18:55:00,320,12,19600,3000,19600,3000,cuda,0.0009999198310348058,0.0009999196111414393,242.14258670806885,/content/model_checkpoint.pt,val,0.3450655012726784,0.3379444014430046,0.029409603567793964,0.05419318874180317,3.8191889348030092,0.06572808295488358,0.5736755417585373,nan,0.5351132389322917,250,3000,0,26.778172492980957,112.03154363078191
52,51,2026-05-06 18:59:03,320,12,19600,3000,19600,3000,cuda,0.0009999196111414393,0.0009999182208155401,242.24387454986572,/content/model_checkpoint.pt,train,0.29123328331598014,0.28458062113425725,0.02567974196557717,0.056014022405739224,3.338008296606444,0.060649835525680165,0.5288408760487523,0.2647678596577453,0.5361123963647959,1634,19600,0,215.72653007507324,90.85577000278623
52,51,2026-05-06 18:59:03,320,12,19600,3000,19600,3000,cuda,0.0009999196111414393,0.0009999182208155401,242.24387454986572,/content/model_checkpoint.pt,val,0.3524074868559837,0.3454134936332703,0.02857709150761366,0.05414858056232333,4.037237923145295,0.06417791517078876,0.5786152725219726,nan,0.5351132389322917,250,3000,0,26.515656232833862,113.14070350199947
53,52,2026-05-06 19:03:06,320,12,19600,3000,19600,3000,cuda,0.0009999182208155401,0.0009999207492238133,242.34749174118042,/content/model_checkpoint.pt,train,0.2896333410424001,0.28300311314249854,0.025526639512390117,0.05602464804909166,3.3215545427186397,0.060353311229009304,0.527466394071042,0.26212725265355125,0.5361123963647959,1634,19600,0,215.7384536266327,90.8507485360987
53,52,2026-05-06 19:03:06,320,12,19600,3000,19600,3000,cuda,0.0009999182208155401,0.0009999207492238133,242.34749174118042,/content/model_checkpoint.pt,val,0.33925563329458236,0.33262529742717745,0.026147003538906574,0.05416568009927869,3.8927054696083068,0.06127163024246693,0.5696001334190368,nan,0.5351132389322917,250,3000,0,26.60742497444153,112.75048235151391
54,53,2026-05-06 19:07:08,320,12,19600,3000,19600,3000,cuda,0.0009999207492238133,0.000999920348702168,241.8097116947174,/content/model_checkpoint.pt,train,0.28797757320990613,0.2813882262809624,0.025264085997739577,0.055994674981192136,3.3123301427396448,0.05996201379450364,0.5258870129559002,0.2510829063946315,0.5361123963647959,1634,19600,0,215.2162811756134,91.07117683167604
54,53,2026-05-06 19:07:08,320,12,19600,3000,19600,3000,cuda,0.0009999207492238133,0.000999920348702168,241.8097116947174,/content/model_checkpoint.pt,val,0.34247867822647093,0.33560996544361116,0.027659455886110663,0.05439587640762329,3.9694598321914674,0.06232846936583519,0.5710376951694488,nan,0.5351132389322917,250,3000,0,26.591764450073242,112.81688379996676
55,54,2026-05-06 19:11:11,320,12,19600,3000,19600,3000,cuda,0.000999920348702168,0.0009999214409178584,242.53156995773315,/content/model_checkpoint.pt,train,0.28852382665237863,0.281876475603811,0.0256378043111245,0.0560336112152475,3.3058962867922417,0.060690572328872365,0.5264776683203886,0.26221069860679064,0.5361123963647959,1634,19600,0,215.83013796806335,90.81215526489741
55,54,2026-05-06 19:11:11,320,12,19600,3000,19600,3000,cuda,0.000999920348702168,0.0009999214409178584,242.53156995773315,/content/model_checkpoint.pt,val,0.3385095185637474,0.33143503707647326,0.029111722443252802,0.054154445745050905,3.8728826680183412,0.0654423091225326,0.5671089090108872,nan,0.5351132389322917,250,3000,0,26.699638843536377,112.36107040924486
56,55,2026-05-06 19:15:14,320,12,19600,3000,19600,3000,cuda,0.0009999214409178584,0.0009999222628201193,242.240136384964,/content/model_checkpoint.pt,train,0.28519308119282727,0.27867010096259043,0.02484199656726453,0.05593361924294123,3.2884328339791504,0.05953840382916983,0.5233856986756715,0.24193492988660256,0.5361123963647959,1634,19600,0,215.6096317768097,90.90502979147574
56,55,2026-05-06 19:15:14,320,12,19600,3000,19600,3000,cuda,0.0009999214409178584,0.0009999222628201193,242.240136384964,/content/model_checkpoint.pt,val,0.3333121719956398,0.32661241751909253,0.026684345873072744,0.05394205755740404,3.5894047594070435,0.061588503263890745,0.5641344221830368,nan,0.5351132389322917,250,3000,0,26.62896203994751,112.65929162013683
57,56,2026-05-06 19:19:16,320,12,19600,3000,19600,3000,cuda,0.0009999222628201193,0.0009999190540276425,242.41417050361633,/content/model_checkpoint.pt,train,0.2833204110457381,0.27683581359857734,0.024575337900402824,0.055965940399617504,3.286257609232549,0.05895030782119151,0.5216189167636699,0.23212959255562637,0.5361123963647959,1634,19600,0,215.5152096748352,90.9448573470618
57,56,2026-05-06 19:19:16,320,12,19600,3000,19600,3000,cuda,0.0009999222628201193,0.0009999190540276425,242.41417050361633,/content/model_checkpoint.pt,val,0.3496031622290611,0.3425979338288307,0.028696802992373704,0.054014140900224446,3.728722680091858,0.06415948072448373,0.575660017132759,nan,0.5351132389322917,250,3000,0,26.897293090820312,111.53538721797473
58,57,2026-05-06 19:23:19,320,12,19600,3000,19600,3000,cuda,0.0009999190540276425,0.0009999226708551322,242.2727394104004,/content/model_checkpoint.pt,train,0.2825773767990173,0.27610118403538353,0.024509331968361043,0.055995864896536914,3.290091907452778,0.058963777342950295,0.5210520800390034,0.2320975314260368,0.5361123963647959,1634,19600,0,215.7592875957489,90.84197588158044
58,57,2026-05-06 19:23:19,320,12,19600,3000,19600,3000,cuda,0.0009999190540276425,0.0009999226708551322,242.2727394104004,/content/model_checkpoint.pt,val,0.332126383960247,0.32555381685495377,0.02587272079475224,0.0538331581838429,3.7937353024482725,0.061529601264745,0.5626518918275834,nan,0.5351132389322917,250,3000,0,26.51182270050049,113.15706331814621
59,58,2026-05-06 19:27:22,320,12,19600,3000,19600,3000,cuda,0.0009999226708551322,0.000999922349442159,243.09042072296143,/content/model_checkpoint.pt,train,0.2807501255736357,0.2743208145624713,0.024231086271066068,0.055892956540025,3.2960088069173374,0.058425224958115335,0.5192798534396812,0.22171574791339357,0.5361123963647959,1634,19600,0,216.35627698898315,90.59131665959491
59,58,2026-05-06 19:27:22,320,12,19600,3000,19600,3000,cuda,0.0009999226708551322,0.000999922349442159,243.09042072296143,/content/model_checkpoint.pt,val,0.3336904941797256,0.32710262244939803,0.025986843744292856,0.05379692447185516,3.990471668243408,0.0603906983025372,0.5638200206756592,nan,0.5351132389322917,250,3000,0,26.732447385787964,112.22317046792055
60,59,2026-05-06 19:31:25,320,12,19600,3000,19600,3000,cuda,0.000999922349442159,0.0009999223998987665,241.80550289154053,/content/model_checkpoint.pt,train,0.2812861999727083,0.27482561947666156,0.024442369888355384,0.05588450201592127,3.308791958461339,0.05852508152672061,0.5195599593030633,0.2218989311595478,0.5361123963647959,1634,19600,0,215.33321523666382,91.02172174626405
60,59,2026-05-06 19:31:25,320,12,19600,3000,19600,3000,cuda,0.000999922349442159,0.0009999223998987665,241.80550289154053,/content/model_checkpoint.pt,val,0.3324675562977791,0.3257686470150948,0.026683370191603897,0.053928062424063686,3.764324101448059,0.06157978759333491,0.5636368036270142,nan,0.5351132389322917,250,3000,0,26.47067427635193,113.33296495133507
61,60,2026-05-06 19:35:27,320,12,19600,3000,19600,3000,cuda,0.0009999223998987665,0.0009999223292176654,242.3324887752533,/content/model_checkpoint.pt,train,0.2789870295103644,0.2726067394164084,0.0239252030018448,0.05583019192174369,3.2743581896750404,0.05786694840823313,0.517635976214012,0.210652138235337,0.5361123963647959,1634,19600,0,215.71070837974548,90.8624339849434
61,60,2026-05-06 19:35:27,320,12,19600,3000,19600,3000,cuda,0.0009999223998987665,0.0009999223292176654,242.3324887752533,/content/model_checkpoint.pt,val,0.3341847220659256,0.32736006391048433,0.027528681952506302,0.053907127033919096,3.768590678691864,0.06340887253358961,0.5638934427499771,nan,0.5351132389322917,250,3000,0,26.6200270652771,112.69710555302817
62,61,2026-05-06 19:39:30,320,12,19600,3000,19600,3000,cuda,0.0009999223292176654,0.0009999215348660572,242.1960756778717,/content/model_checkpoint.pt,train,0.2772965781035009,0.2709581941831287,0.023614788132707155,0.05592330945216831,3.2388585403178576,0.057704029684587675,0.5163163867581868,0.20407473482647534,0.5361123963647959,1634,19600,0,215.52937483787537,90.93888020945373
62,61,2026-05-06 19:39:30,320,12,19600,3000,19600,3000,cuda,0.0009999223292176654,0.0009999215348660572,242.1960756778717,/content/model_checkpoint.pt,val,0.33655207496881484,0.32987026339769365,0.0266492826025933,0.05368836970627308,3.5917841267585753,0.06114442925900221,0.5667696980237961,nan,0.5351132389322917,250,3000,0,26.66499614715576,112.50704794570153
63,62,2026-05-06 19:43:33,320,12,19600,3000,19600,3000,cuda,0.0009999215348660572,0.0009999230101158418,243.03147077560425,/content/model_checkpoint.pt,train,0.2761998603090808,0.2698922024599779,0.023423810575825404,0.05588172750793753,3.2586979783588115,0.05713701081767705,0.5153146035777749,0.19872834797004738,0.5361123963647959,1634,19600,0,215.62473011016846,90.89866449913158
63,62,2026-05-06 19:43:33,320,12,19600,3000,19600,3000,cuda,0.0009999215348660572,0.0009999230101158418,243.03147077560425,/content/model_checkpoint.pt,val,0.32988288533687593,0.3232618005871773,0.026145897403359413,0.053983973160386084,3.6681342759132387,0.060953294023871424,0.5614162615537643,nan,0.5351132389322917,250,3000,0,27.4050555229187,109.46885320086712
64,63,2026-05-06 19:47:36,320,12,19600,3000,19600,3000,cuda,0.0009999230101158418,0.0009999232804406917,242.29518818855286,/content/model_checkpoint.pt,train,0.27481682950601144,0.2685552105179907,0.023126070048532368,0.055854168096431865,3.24380757492788,0.056626607774502645,0.5140839443613879,0.19467902657059516,0.5361123963647959,1634,19600,0,215.63062572479248,90.89617921442806
64,63,2026-05-06 19:47:36,320,12,19600,3000,19600,3000,cuda,0.0009999230101158418,0.0009999232804406917,242.29518818855286,/content/model_checkpoint.pt,val,0.32995399218797683,0.3231661292910576,0.02735046673566103,0.053705874498933555,3.4907636551856993,0.06170810922607779,0.5604297543764114,nan,0.5351132389322917,250,3000,0,26.662596225738525,112.51717479425255
65,64,2026-05-06 19:51:39,320,12,19600,3000,19600,3000,cuda,0.0009999232804406917,0.0009999246647794506,242.5046968460083,/content/model_checkpoint.pt,train,0.27532113946728054,0.2690244033394639,0.023377056355842342,0.05580354662956339,3.243102410723851,0.05728615678885594,0.5144479181731492,0.20107578321598296,0.5361123963647959,1634,19600,0,215.56913018226624,90.92210922513799
65,64,2026-05-06 19:51:39,320,12,19600,3000,19600,3000,cuda,0.0009999232804406917,0.0009999246647794506,242.5046968460083,/content/model_checkpoint.pt,val,0.3227201303243637,0.31625387239456176,0.02515215776860714,0.05386869540065527,3.7014707236289976,0.05965003141015768,0.5553503704071044,nan,0.5351132389322917,250,3000,0,26.93377375602722,111.38431722100071
66,65,2026-05-06 19:55:42,320,12,19600,3000,19600,3000,cuda,0.0009999246647794506,0.0009999229540474488,242.24013710021973,/content/model_checkpoint.pt,train,0.27381185879942255,0.2675531708533936,0.023113902965720145,0.05583205123886813,3.256560794398134,0.05680748136290047,0.5129771616898084,0.19157554214020034,0.5361123963647959,1634,19600,0,215.6856768131256,90.87297909439685
66,65,2026-05-06 19:55:42,320,12,19600,3000,19600,3000,cuda,0.0009999246647794506,0.0009999229540474488,242.24013710021973,/content/model_checkpoint.pt,val,0.33162192034721377,0.32463347834348677,0.028512344857677816,0.05423177943378687,3.8341629037857055,0.06434930017963052,0.5616206572055816,nan,0.5351132389322917,250,3000,0,26.552903652191162,112.98199395802945
67,66,2026-05-06 19:59:45,320,12,19600,3000,19600,3000,cuda,0.0009999229540474488,0.0009999252332991344,242.39817667007446,/content/model_checkpoint.pt,train,0.27229770642307427,0.2660691231635092,0.022935663853775403,0.055764663787820856,3.209209982520072,0.056349515784965006,0.5117854245253263,0.18617082606531415,0.5361123963647959,1634,19600,0,215.89803528785706,90.78359594086764
67,66,2026-05-06 19:59:45,320,12,19600,3000,19600,3000,cuda,0.0009999229540474488,0.0009999252332991344,242.39817667007446,/content/model_checkpoint.pt,val,0.31999064403772354,0.31360325366258623,0.024689365902915598,0.05367967427149415,3.8384420194625855,0.05950929271057248,0.5532508642673493,nan,0.5351132389322917,250,3000,0,26.497953414916992,113.21629082158297
68,67,2026-05-06 20:03:48,320,12,19600,3000,19600,3000,cuda,0.0009999252332991344,0.0009999245228816663,242.6371510028839,/content/model_checkpoint.pt,train,0.2715632753991585,0.2653918620814527,0.02255682904880854,0.05575777930714819,3.222667870352289,0.056035501886138664,0.5109378061687057,0.18066102079819144,0.5361123963647959,1634,19600,0,216.1209270954132,90.68996817391488
68,67,2026-05-06 20:03:48,320,12,19600,3000,19600,3000,cuda,0.0009999252332991344,0.0009999245228816663,242.6371510028839,/content/model_checkpoint.pt,val,0.3236778588294983,0.3171804196834564,0.025375035960227253,0.053823666889220474,3.716647931098938,0.05975433479249477,0.5558731532096863,nan,0.5351132389322917,250,3000,0,26.514657974243164,113.14496317147504
69,68,2026-05-06 20:07:50,320,12,19600,3000,19600,3000,cuda,0.0009999245228816663,0.000999925456521801,242.27353286743164,/content/model_checkpoint.pt,train,0.2717848894718665,0.2655960843331811,0.022648122325776694,0.05583173356325601,3.222691280532496,0.05613291589771209,0.5110784303419739,0.18621610842344227,0.5361123963647959,1634,19600,0,215.62390422821045,90.89901265889284
69,68,2026-05-06 20:07:50,320,12,19600,3000,19600,3000,cuda,0.0009999245228816663,0.000999925456521801,242.27353286743164,/content/model_checkpoint.pt,val,0.31912290555238726,0.31264845782518386,0.025329811969771982,0.05349952742084861,3.529896369934082,0.05895285226777196,0.5524243361949921,nan,0.5351132389322917,250,3000,0,26.648178577423096,112.5780507393351
70,69,2026-05-06 20:11:53,320,12,19600,3000,19600,3000,cuda,0.000999925456521801,0.000999925271265557,242.3656449317932,/content/model_checkpoint.pt,train,0.2703057908005055,0.2641548700037901,0.022427171177197718,0.055736890173547944,3.245395457292274,0.05612590254456571,0.5096361892459734,0.17807623795535749,0.5361123963647959,1634,19600,0,215.77500462532043,90.83535896122052
70,69,2026-05-06 20:11:53,320,12,19600,3000,19600,3000,cuda,0.000999925456521801,0.000999925271265557,242.3656449317932,/content/model_checkpoint.pt,val,0.3201355539560318,0.3137326067686081,0.024835512617602945,0.05355242254585028,3.629351655960083,0.05971977765485644,0.5531103729009629,nan,0.5351132389322917,250,3000,0,26.58905553817749,112.828377664355
71,70,2026-05-06 20:15:56,320,12,19600,3000,19600,3000,cuda,0.000999925271265557,0.0009999259736146746,242.14007782936096,/content/model_checkpoint.pt,train,0.2687390301572649,0.26262008229149747,0.022234589921315103,0.05567519448844618,3.228964741402186,0.05580055776919664,0.5080294765559376,0.17012494770556943,0.5361123963647959,1634,19600,0,215.59689331054688,90.91040088304082
71,70,2026-05-06 20:15:56,320,12,19600,3000,19600,3000,cuda,0.000999925271265557,0.0009999259736146746,242.14007782936096,/content/model_checkpoint.pt,val,0.3167814068198204,0.3102385672330856,0.025695544876158237,0.05377014508098364,3.6053748183250427,0.06050379892066121,0.5505049265623093,nan,0.5351132389322917,250,3000,0,26.541491985321045,113.03057121503082
72,71,2026-05-06 20:19:58,320,12,19600,3000,19600,3000,cuda,0.0009999259736146746,0.000999923317308117,242.23529863357544,/content/model_checkpoint.pt,train,0.2695050665167146,0.2633871776593286,0.022191146028717135,0.05578432934651678,3.220908564336443,0.055517560869655966,0.5089158204770584,0.1768397385553164,0.5361123963647959,1634,19600,0,215.3172299861908,91.02847924087186
72,71,2026-05-06 20:19:58,320,12,19600,3000,19600,3000,cuda,0.0009999259736146746,0.000999923317308117,242.23529863357544,/content/model_checkpoint.pt,val,0.3303366921544075,0.3235979326367378,0.02697422668337822,0.05385248064249754,3.642413646221161,0.062400650978088376,0.5602950780391693,nan,0.5351132389322917,250,3000,0,26.91625142097473,111.45682781303725
73,72,2026-05-06 20:24:01,320,12,19600,3000,19600,3000,cuda,0.000999923317308117,0.0009999249004086306,241.94809532165527,/content/model_checkpoint.pt,train,0.2671133413445774,0.26104571305972274,0.021872193585611616,0.05573598485590486,3.209550457383019,0.055172501430268805,0.5067948276402755,0.16512523396362436,0.5361123963647959,1634,19600,0,215.45727157592773,90.96931311084994
73,72,2026-05-06 20:24:01,320,12,19600,3000,19600,3000,cuda,0.000999923317308117,0.0009999249004086306,241.94809532165527,/content/model_checkpoint.pt,val,0.3235275499224663,0.3170584782361984,0.02517502206750214,0.05385639264807105,3.857436144351959,0.06020518333464861,0.5544811717271805,nan,0.5351132389322917,250,3000,0,26.489020109176636,113.2544725186231
74,73,2026-05-06 20:28:03,320,12,19600,3000,19600,3000,cuda,0.0009999249004086306,0.0009999242632821755,242.16286897659302,/content/model_checkpoint.pt,train,0.26730424573364575,0.2612090469902265,0.02205836092238172,0.055728889163355534,3.2316363429789736,0.05551674579483351,0.5069757504628075,0.16785032964440352,0.5361123963647959,1634,19600,0,215.4807369709015,90.95940674570267
74,73,2026-05-06 20:28:03,320,12,19600,3000,19600,3000,cuda,0.0009999249004086306,0.0009999242632821755,242.16286897659302,/content/model_checkpoint.pt,val,0.3280340930223465,0.3216228057742119,0.024707492934539915,0.05410327775403857,4.064380958557129,0.058290314760059116,0.5568283048868179,nan,0.5351132389322917,250,3000,0,26.680429935455322,112.44196616237184
75,74,2026-05-06 20:32:06,320,12,19600,3000,19600,3000,cuda,0.0009999242632821755,0.0009999257258655131,242.59081435203552,/content/model_checkpoint.pt,train,0.2651714220405938,0.25916596257208757,0.02147452797623285,0.05568559912251106,3.202285673145565,0.05484249282057193,0.5051452451302343,0.1555326146631065,0.5361123963647959,1634,19600,0,215.92042875289917,90.77418062387406
