epoch,epoch_index_zero_based,timestamp,img_size,batch_size,max_train_samples,max_val_samples,train_dataset_size,val_dataset_size,device,lr,epoch_elapsed_sec,checkpoint_path,phase,loss,abs_rel,rmse,si_rmse,valid_pixel_fraction,n_batches,n_samples,elapsed_sec,samples_per_sec
51,50,2026-05-24 23:30:18,128,8,3000,500,3000,500,cuda,0.001,50.624462366104126,/content/model_checkpoint.pt,val,0.9759029254080758,4.538072108276307,0.14665854402950831,0.9339856713537186,0.5110517578125,63,500,7.04257869720459,70.99672172615763
52,51,2026-05-24 23:31:09,128,8,3000,500,3000,500,cuda,0.001,50.51638174057007,/content/model_checkpoint.pt,train,0.8402524887720744,5.341835700035095,0.12114888206124305,0.8772073165575663,0.539487060546875,375,3000,43.57202649116516,68.85151418441123
52,51,2026-05-24 23:31:09,128,8,3000,500,3000,500,cuda,0.001,50.51638174057007,/content/model_checkpoint.pt,val,1.0710947310167647,4.003420137223744,0.15119273115008597,0.9494255913628472,0.5110517578125,63,500,6.9439308643341064,72.00532519241145
53,52,2026-05-24 23:31:59,128,8,3000,500,3000,500,cuda,0.001,50.54205775260925,/content/model_checkpoint.pt,train,0.8428095853328705,5.271216716448466,0.1195555885732174,0.8752831626733144,0.539487060546875,375,3000,43.57381248474121,68.84869211411207
53,52,2026-05-24 23:31:59,128,8,3000,500,3000,500,cuda,0.001,50.54205775260925,/content/model_checkpoint.pt,val,0.9378709504528652,6.090401045859806,0.13312744136367524,0.932958844162169,0.5110517578125,63,500,6.96782922744751,71.75836026956742
54,53,2026-05-24 23:32:50,128,8,3000,500,3000,500,cuda,0.001,50.55844807624817,/content/model_checkpoint.pt,train,0.8205592045783997,5.341014352321625,0.1187756010144949,0.8673329393068949,0.539487060546875,375,3000,43.61975383758545,68.77617904883765
54,53,2026-05-24 23:32:50,128,8,3000,500,3000,500,cuda,0.001,50.55844807624817,/content/model_checkpoint.pt,val,0.9661138582797277,6.113660144427466,0.1381929386111479,0.9419220373744056,0.5110517578125,63,500,6.938276767730713,72.06400331642203
55,54,2026-05-24 23:33:41,128,8,3000,500,3000,500,cuda,0.001,50.47673678398132,/content/model_checkpoint.pt,train,0.827955493013064,5.407864190419515,0.11973607888321082,0.8746958507696787,0.539487060546875,375,3000,43.58562660217285,68.83003030752442
55,54,2026-05-24 23:33:41,128,8,3000,500,3000,500,cuda,0.001,50.47673678398132,/content/model_checkpoint.pt,val,0.9903767416401515,5.353004096046327,0.14877852147060727,0.9510018456549871,0.5110517578125,63,500,6.890690565109253,72.56166784381972
56,55,2026-05-24 23:34:31,128,8,3000,500,3000,500,cuda,0.001,50.49574637413025,/content/model_checkpoint.pt,train,0.8364471185207367,5.267845146179199,0.12105563421050708,0.8691551832358042,0.539487060546875,375,3000,43.596413373947144,68.81300014906215
56,55,2026-05-24 23:34:31,128,8,3000,500,3000,500,cuda,0.001,50.49574637413025,/content/model_checkpoint.pt,val,0.9370294066648635,5.597200291497367,0.13705189534950823,0.9317379896602933,0.5110517578125,63,500,6.8989057540893555,72.4752617041656
57,56,2026-05-24 23:35:22,128,8,3000,500,3000,500,cuda,0.001,50.540383100509644,/content/model_checkpoint.pt,train,0.8169530292352041,5.259725457032522,0.11742149180173873,0.8683157156308492,0.539487060546875,375,3000,43.65617847442627,68.71879547948512
57,56,2026-05-24 23:35:22,128,8,3000,500,3000,500,cuda,0.001,50.540383100509644,/content/model_checkpoint.pt,val,0.930639429224862,5.2981495800472445,0.13498822324687526,0.9230491594662742,0.5110517578125,63,500,6.88369083404541,72.63545270323533
58,57,2026-05-24 23:36:12,128,8,3000,500,3000,500,cuda,0.001,50.40735673904419,/content/model_checkpoint.pt,train,0.8058732697168987,5.180955915133159,0.11595998048285643,0.8591572918891907,0.539487060546875,375,3000,43.58206605911255,68.83565354453249
58,57,2026-05-24 23:36:12,128,8,3000,500,3000,500,cuda,0.001,50.40735673904419,/content/model_checkpoint.pt,val,0.9136919965819706,5.492259470243303,0.134196298315175,0.9170280827416314,0.5110517578125,63,500,6.8248560428619385,73.26161853962414
59,58,2026-05-24 23:37:03,128,8,3000,500,3000,500,cuda,0.001,50.542067527770996,/content/model_checkpoint.pt,train,0.7970486176013947,5.090631446520487,0.11727881126602491,0.8574110336303711,0.539487060546875,375,3000,43.6495680809021,68.72920241592456
59,58,2026-05-24 23:37:03,128,8,3000,500,3000,500,cuda,0.001,50.542067527770996,/content/model_checkpoint.pt,val,0.9341977073086632,6.117328009908161,0.1301550226552146,0.9318006682017493,0.5110517578125,63,500,6.8920817375183105,72.54702121104548
60,59,2026-05-24 23:37:53,128,8,3000,500,3000,500,cuda,0.001,50.39853811264038,/content/model_checkpoint.pt,train,0.811458510239919,5.2021540007591245,0.11778287966549396,0.8642869772911072,0.539487060546875,375,3000,43.54933977127075,68.88738189273498
60,59,2026-05-24 23:37:53,128,8,3000,500,3000,500,cuda,0.001,50.39853811264038,/content/model_checkpoint.pt,val,0.9455870683231051,7.272039812708658,0.13147436865856724,0.935025620082068,0.5110517578125,63,500,6.848771572113037,73.00579304410003
61,60,2026-05-24 23:38:43,128,8,3000,500,3000,500,cuda,0.001,50.36368489265442,/content/model_checkpoint.pt,train,0.7883273416360219,5.259277980804443,0.11564775279164315,0.8505050045649211,0.539487060546875,375,3000,43.52854776382446,68.92028689487381
61,60,2026-05-24 23:38:43,128,8,3000,500,3000,500,cuda,0.001,50.36368489265442,/content/model_checkpoint.pt,val,0.9828345009258815,6.6222193335729935,0.13701525717855445,0.9567562341690063,0.5110517578125,63,500,6.834589004516602,73.15728856110846
62,61,2026-05-24 23:39:34,128,8,3000,500,3000,500,cuda,0.001,50.40062236785889,/content/model_checkpoint.pt,train,0.779120670557022,5.075324508825938,0.11430664933721224,0.8499076118469239,0.539487060546875,375,3000,43.501439809799194,68.96323462204614
62,61,2026-05-24 23:39:34,128,8,3000,500,3000,500,cuda,0.001,50.40062236785889,/content/model_checkpoint.pt,val,1.020322148762052,4.708564026015146,0.14585439612468085,0.9518368688840715,0.5110517578125,63,500,6.898735046386719,72.47705508879922
63,62,2026-05-24 23:40:24,128,8,3000,500,3000,500,cuda,0.001,50.52950072288513,/content/model_checkpoint.pt,train,0.77766273077329,5.04339419968923,0.11438514312605064,0.8510995593070984,0.539487060546875,375,3000,43.62395167350769,68.76956086997191
63,62,2026-05-24 23:40:24,128,8,3000,500,3000,500,cuda,0.001,50.52950072288513,/content/model_checkpoint.pt,val,0.9091617640048738,5.582351264499483,0.13238995300517195,0.9168799651993645,0.5110517578125,63,500,6.905118465423584,72.41005386130306
64,63,2026-05-24 23:41:15,128,8,3000,500,3000,500,cuda,0.001,50.435582637786865,/content/model_checkpoint.pt,train,0.7790072508653005,5.082493501663208,0.11521119026343028,0.8481855622132619,0.539487060546875,375,3000,43.48569631576538,68.98820196452448
64,63,2026-05-24 23:41:15,128,8,3000,500,3000,500,cuda,0.001,50.435582637786865,/content/model_checkpoint.pt,val,0.9315356773043436,5.5065227387443425,0.13082521955763537,0.9274504213106065,0.5110517578125,63,500,6.949336767196655,71.94931210704569
65,64,2026-05-24 23:42:05,128,8,3000,500,3000,500,cuda,0.001,50.53860402107239,/content/model_checkpoint.pt,train,0.7722021606763204,5.110955305099488,0.11379357808828354,0.8437456472714742,0.539487060546875,375,3000,43.62360954284668,68.7701002149634
65,64,2026-05-24 23:42:05,128,8,3000,500,3000,500,cuda,0.001,50.53860402107239,/content/model_checkpoint.pt,val,0.9149497860953921,6.225518086599926,0.1313963896402764,0.9200256211417062,0.5110517578125,63,500,6.914555072784424,72.31123257199756
66,65,2026-05-24 23:42:56,128,8,3000,500,3000,500,cuda,0.001,50.34367036819458,/content/model_checkpoint.pt,train,0.7781683322588603,5.070373059272766,0.11510665939748287,0.8492157379786174,0.539487060546875,375,3000,43.40308165550232,69.11951607057566
66,65,2026-05-24 23:42:56,128,8,3000,500,3000,500,cuda,0.001,50.34367036819458,/content/model_checkpoint.pt,val,0.9533713502543313,4.920795923187619,0.1373765014466785,0.9296142600831532,0.5110517578125,63,500,6.9400575160980225,72.04551242409875
67,66,2026-05-24 23:43:46,128,8,3000,500,3000,500,cuda,0.001,50.48763179779053,/content/model_checkpoint.pt,train,0.7617295765082042,5.076154853185018,0.11249589017778636,0.8419348851839701,0.539487060546875,375,3000,43.547873973846436,68.88970060402285
67,66,2026-05-24 23:43:46,128,8,3000,500,3000,500,cuda,0.001,50.48763179779053,/content/model_checkpoint.pt,val,0.9363166060712602,6.630689736396548,0.13242690025695733,0.9294149705341884,0.5110517578125,63,500,6.9393181800842285,72.05318837158885
68,67,2026-05-24 23:44:36,128,8,3000,500,3000,500,cuda,0.001,50.33984303474426,/content/model_checkpoint.pt,train,0.7522179124355316,5.060779810269674,0.11203223240375519,0.835493243376414,0.539487060546875,375,3000,43.37260603904724,69.16808266718346
68,67,2026-05-24 23:44:36,128,8,3000,500,3000,500,cuda,0.001,50.33984303474426,/content/model_checkpoint.pt,val,0.925396238054548,6.404090132032122,0.1296648411819386,0.9204583792459398,0.5110517578125,63,500,6.9668097496032715,71.7688609235343
69,68,2026-05-24 23:45:27,128,8,3000,500,3000,500,cuda,0.001,50.3378632068634,/content/model_checkpoint.pt,train,0.7406579598585764,4.96724160416921,0.11089275707801183,0.8276461604436238,0.539487060546875,375,3000,43.408053398132324,69.11159946483751
69,68,2026-05-24 23:45:27,128,8,3000,500,3000,500,cuda,0.001,50.3378632068634,/content/model_checkpoint.pt,val,0.9170455284534939,6.4137894293618585,0.12769360272657304,0.9246318387606788,0.5110517578125,63,500,6.929398536682129,72.15633468809047
70,69,2026-05-24 23:46:17,128,8,3000,500,3000,500,cuda,0.001,50.62462496757507,/content/model_checkpoint.pt,train,0.7333697375456492,5.0057503728866575,0.10961638636390368,0.8233216908772787,0.539487060546875,375,3000,43.596235513687134,68.81328088656058
70,69,2026-05-24 23:46:17,128,8,3000,500,3000,500,cuda,0.001,50.62462496757507,/content/model_checkpoint.pt,val,0.9470230009820726,4.594257801298111,0.1391444711812905,0.9187647246179127,0.5110517578125,63,500,7.027947902679443,71.14452282854462
71,70,2026-05-24 23:47:08,128,8,3000,500,3000,500,cuda,0.001,50.621949195861816,/content/model_checkpoint.pt,train,0.7319779475529988,4.914668527921041,0.11183996781210105,0.8242715326944987,0.539487060546875,375,3000,43.70943903923035,68.63506066292507
71,70,2026-05-24 23:47:08,128,8,3000,500,3000,500,cuda,0.001,50.621949195861816,/content/model_checkpoint.pt,val,0.9494112110327161,5.737943556573656,0.13597735647289527,0.9348557969880482,0.5110517578125,63,500,6.911957025527954,72.33841271775104
72,71,2026-05-24 23:47:59,128,8,3000,500,3000,500,cuda,0.001,50.44833540916443,/content/model_checkpoint.pt,train,0.7330055251121521,4.984627279281616,0.10953168003261089,0.8254212174415588,0.539487060546875,375,3000,43.55961728096008,68.87112851910433
72,71,2026-05-24 23:47:59,128,8,3000,500,3000,500,cuda,0.001,50.44833540916443,/content/model_checkpoint.pt,val,0.9260730445384979,5.60945673405178,0.13121549184951517,0.9254357710717216,0.5110517578125,63,500,6.888303279876709,72.5868156038782
73,72,2026-05-24 23:48:49,128,8,3000,500,3000,500,cuda,0.001,50.4092493057251,/content/model_checkpoint.pt,train,0.7361419022878011,4.897772625605265,0.11215442887445291,0.8248629530270895,0.539487060546875,375,3000,43.483317613601685,68.99197588046026
73,72,2026-05-24 23:48:49,128,8,3000,500,3000,500,cuda,0.001,50.4092493057251,/content/model_checkpoint.pt,val,0.9229756418674712,6.986155439936925,0.13048684703452246,0.922631994126335,0.5110517578125,63,500,6.925425052642822,72.19773460824534
74,73,2026-05-24 23:49:40,128,8,3000,500,3000,500,cuda,0.001,50.54635500907898,/content/model_checkpoint.pt,train,0.7265337178707123,5.015371069590251,0.11200693262616793,0.8227341341972351,0.539487060546875,375,3000,43.73083806037903,68.60147513884617
74,73,2026-05-24 23:49:40,128,8,3000,500,3000,500,cuda,0.001,50.54635500907898,/content/model_checkpoint.pt,val,0.9212351124438029,6.305515819125706,0.1287641842509546,0.92799640174896,0.5110517578125,63,500,6.815113544464111,73.3663491793395
75,74,2026-05-24 23:50:30,128,8,3000,500,3000,500,cuda,0.001,50.4054491519928,/content/model_checkpoint.pt,train,0.716342883348465,4.768970090230306,0.109437778159976,0.8191717530886332,0.539487060546875,375,3000,43.591047286987305,68.82147107522128
75,74,2026-05-24 23:50:30,128,8,3000,500,3000,500,cuda,0.001,50.4054491519928,/content/model_checkpoint.pt,val,0.9861021514922853,8.897020981425332,0.1296406059511124,0.9192918747190445,0.5110517578125,63,500,6.813974142074585,73.37861717329174
76,75,2026-05-24 23:51:20,128,8,3000,500,3000,500,cuda,0.001,50.46192955970764,/content/model_checkpoint.pt,train,0.7277248401641846,4.988303586324056,0.10975798783202965,0.8219851495424907,0.539487060546875,375,3000,43.5970413684845,68.8120089306942
76,75,2026-05-24 23:51:20,128,8,3000,500,3000,500,cuda,0.001,50.46192955970764,/content/model_checkpoint.pt,val,0.9318673861405206,5.720161184432015,0.13032213734492423,0.9318393979753766,0.5110517578125,63,500,6.8643481731414795,72.84012806290598
77,76,2026-05-24 23:52:11,128,8,3000,500,3000,500,cuda,0.001,50.550273180007935,/content/model_checkpoint.pt,train,0.7132023345629375,4.842087057590485,0.11006781083842118,0.8171272339820862,0.539487060546875,375,3000,43.71988487243652,68.61866193731376
77,76,2026-05-24 23:52:11,128,8,3000,500,3000,500,cuda,0.001,50.550273180007935,/content/model_checkpoint.pt,val,0.9358944892883301,5.988051329340253,0.13227754707137743,0.9323322129628014,0.5110517578125,63,500,6.829969644546509,73.20676752922796
78,77,2026-05-24 23:53:02,128,8,3000,500,3000,500,cuda,0.001,50.56328749656677,/content/model_checkpoint.pt,train,0.7031258114973704,4.83528835995992,0.10898916763563951,0.8087226475079854,0.539487060546875,375,3000,43.72080683708191,68.61721493793529
78,77,2026-05-24 23:53:02,128,8,3000,500,3000,500,cuda,0.001,50.56328749656677,/content/model_checkpoint.pt,val,0.9472215686525617,5.179407649570042,0.13549799217827738,0.931822537429749,0.5110517578125,63,500,6.842076539993286,73.07722985520572
79,78,2026-05-24 23:53:52,128,8,3000,500,3000,500,cuda,0.001,50.57814979553223,/content/model_checkpoint.pt,train,0.7011954373518626,4.857280480066935,0.10816206620633602,0.8102091983159383,0.539487060546875,375,3000,43.695239543914795,68.65736476819005
79,78,2026-05-24 23:53:52,128,8,3000,500,3000,500,cuda,0.001,50.57814979553223,/content/model_checkpoint.pt,val,1.0797615278334844,4.671151842389788,0.1405130817835766,0.9832022767218332,0.5110517578125,63,500,6.882499933242798,72.64802104609933
80,79,2026-05-24 23:54:43,128,8,3000,500,3000,500,cuda,0.001,50.45940446853638,/content/model_checkpoint.pt,train,0.6995330510934193,4.777539946873983,0.10638732843101024,0.8065492558479309,0.539487060546875,375,3000,43.578052043914795,68.84199406106583
80,79,2026-05-24 23:54:43,128,8,3000,500,3000,500,cuda,0.001,50.45940446853638,/content/model_checkpoint.pt,val,0.9525122107967497,5.424234392151,0.13809001862647988,0.9368479355933175,0.5110517578125,63,500,6.880950689315796,72.66437772564785
81,80,2026-05-24 23:55:33,128,8,3000,500,3000,500,cuda,0.001,50.690011501312256,/content/model_checkpoint.pt,train,0.7020086934566497,4.782114709536234,0.10814748005568982,0.8080708683331808,0.539487060546875,375,3000,43.69142007827759,68.66336673482338
81,80,2026-05-24 23:55:33,128,8,3000,500,3000,500,cuda,0.001,50.690011501312256,/content/model_checkpoint.pt,val,0.9135844925093273,5.119329721208603,0.1373548698685472,0.9153070024081639,0.5110517578125,63,500,6.998173475265503,71.44721430059013
82,81,2026-05-24 23:56:24,128,8,3000,500,3000,500,cuda,0.001,50.58012652397156,/content/model_checkpoint.pt,train,0.6905120690663655,4.767607521692912,0.10872563585639,0.8016522444089254,0.539487060546875,375,3000,43.647414207458496,68.73259400295375
82,81,2026-05-24 23:56:24,128,8,3000,500,3000,500,cuda,0.001,50.58012652397156,/content/model_checkpoint.pt,val,0.9531797303093804,6.655358980572413,0.13087164675669063,0.9464498332568577,0.5110517578125,63,500,6.932296514511108,72.12617044775412
83,82,2026-05-24 23:57:15,128,8,3000,500,3000,500,cuda,0.001,50.640798807144165,/content/model_checkpoint.pt,train,0.6835495890776316,4.672015250523885,0.10666686252504587,0.8000990802447001,0.539487060546875,375,3000,43.66986036300659,68.697265689939
83,82,2026-05-24 23:57:15,128,8,3000,500,3000,500,cuda,0.001,50.640798807144165,/content/model_checkpoint.pt,val,0.952946592891027,4.965433177493868,0.14171327730374678,0.9320108114726959,0.5110517578125,63,500,6.970514297485352,71.73071866165995
84,83,2026-05-24 23:58:05,128,8,3000,500,3000,500,cuda,0.001,50.57488512992859,/content/model_checkpoint.pt,train,0.6796279985904694,4.726864246050517,0.10663426518440247,0.7974549813270568,0.539487060546875,375,3000,43.66418266296387,68.70619846835268
84,83,2026-05-24 23:58:05,128,8,3000,500,3000,500,cuda,0.001,50.57488512992859,/content/model_checkpoint.pt,val,0.941989393934371,5.140687688948616,0.13906526660162305,0.9289975610990373,0.5110517578125,63,500,6.910183429718018,72.3569793892437
85,84,2026-05-24 23:58:56,128,8,3000,500,3000,500,cuda,0.001,50.47288799285889,/content/model_checkpoint.pt,train,0.6768778462409973,4.707425052642822,0.10697936331729094,0.7975156079928081,0.539487060546875,375,3000,43.47388505935669,69.00694510978202
85,84,2026-05-24 23:58:56,128,8,3000,500,3000,500,cuda,0.001,50.47288799285889,/content/model_checkpoint.pt,val,0.9703444303974272,5.573692119310772,0.13937291458603882,0.9497604464727735,0.5110517578125,63,500,6.998542785644531,71.44344405889811
86,85,2026-05-24 23:59:46,128,8,3000,500,3000,500,cuda,0.001,50.67085790634155,/content/model_checkpoint.pt,train,0.6728704223632812,4.758194354375203,0.10673634388794502,0.7954710078239441,0.539487060546875,375,3000,43.76809644699097,68.5430768878286
86,85,2026-05-24 23:59:46,128,8,3000,500,3000,500,cuda,0.001,50.67085790634155,/content/model_checkpoint.pt,val,0.9522659395422254,5.151355703671773,0.13655388242905103,0.9389451411035326,0.5110517578125,63,500,6.9023356437683105,72.43924749608763
87,86,2026-05-25 00:00:37,128,8,3000,500,3000,500,cuda,0.001,50.435590982437134,/content/model_checkpoint.pt,train,0.6694342319965363,4.727998499234517,0.10429557352264722,0.7932382235527039,0.539487060546875,375,3000,43.534106492996216,68.91148668648204
87,86,2026-05-25 00:00:37,128,8,3000,500,3000,500,cuda,0.001,50.435590982437134,/content/model_checkpoint.pt,val,0.9659861676276676,5.068144595812237,0.13377999443383443,0.9443188489429535,0.5110517578125,63,500,6.9010303020477295,72.45294950402348
88,87,2026-05-25 00:01:27,128,8,3000,500,3000,500,cuda,0.001,50.50749444961548,/content/model_checkpoint.pt,train,0.6635073097546895,4.639061154683431,0.10566472551226616,0.7888711905479431,0.539487060546875,375,3000,43.61140036582947,68.78935266546884
88,87,2026-05-25 00:01:27,128,8,3000,500,3000,500,cuda,0.001,50.50749444961548,/content/model_checkpoint.pt,val,0.9217634087517148,5.460528233694652,0.12990485388962997,0.92413435190443,0.5110517578125,63,500,6.895655393600464,72.50942389957983
89,88,2026-05-25 00:02:18,128,8,3000,500,3000,500,cuda,0.001,50.59812521934509,/content/model_checkpoint.pt,train,0.6678321634133657,4.7226216880480445,0.10477479735016823,0.7926178949673971,0.539487060546875,375,3000,43.721983671188354,68.61536801627145
89,88,2026-05-25 00:02:18,128,8,3000,500,3000,500,cuda,0.001,50.59812521934509,/content/model_checkpoint.pt,val,0.9496737751695845,5.6817396179078115,0.1368581768243559,0.9376314310800462,0.5110517578125,63,500,6.8757195472717285,72.71966178411087
90,89,2026-05-25 00:03:08,128,8,3000,500,3000,500,cuda,0.001,50.403348207473755,/content/model_checkpoint.pt,train,0.660487279176712,4.637313351313273,0.10612440568457047,0.784087035814921,0.539487060546875,375,3000,43.55030608177185,68.88585339370695
90,89,2026-05-25 00:03:08,128,8,3000,500,3000,500,cuda,0.001,50.403348207473755,/content/model_checkpoint.pt,val,0.9085093358206371,6.274079182791332,0.13024363817558401,0.9212313266027541,0.5110517578125,63,500,6.852528810501099,72.96576400142665
91,90,2026-05-25 00:03:59,128,8,3000,500,3000,500,cuda,0.001,50.30127501487732,/content/model_checkpoint.pt,train,0.652162653764089,4.662738764444987,0.10612295845150947,0.7829327875773112,0.539487060546875,375,3000,43.449689626693726,69.04537237837764
91,90,2026-05-25 00:03:59,128,8,3000,500,3000,500,cuda,0.001,50.30127501487732,/content/model_checkpoint.pt,val,0.9174019973429423,5.983692220279148,0.128304187947559,0.9274403301496355,0.5110517578125,63,500,6.851176500320435,72.9801662497842
92,91,2026-05-25 00:04:49,128,8,3000,500,3000,500,cuda,0.001,50.36582016944885,/content/model_checkpoint.pt,train,0.6518301078478496,4.639226633707683,0.10373310727626085,0.7818353660901387,0.539487060546875,375,3000,43.526368141174316,68.9237381412053
92,91,2026-05-25 00:04:49,128,8,3000,500,3000,500,cuda,0.001,50.36582016944885,/content/model_checkpoint.pt,val,0.9542037522982038,5.386733437341357,0.13592525929330834,0.937616921606518,0.5110517578125,63,500,6.839038848876953,73.10968851743043
93,92,2026-05-25 00:05:39,128,8,3000,500,3000,500,cuda,0.001,50.38106322288513,/content/model_checkpoint.pt,train,0.6392831792036693,4.575091344038645,0.10359116100271543,0.7774741093317667,0.539487060546875,375,3000,43.53551435470581,68.90925821060677
93,92,2026-05-25 00:05:39,128,8,3000,500,3000,500,cuda,0.001,50.38106322288513,/content/model_checkpoint.pt,val,1.0413677096366882,5.809278425716219,0.1336791721719598,0.9842387201294066,0.5110517578125,63,500,6.845005750656128,73.04595762422443
94,93,2026-05-25 00:06:30,128,8,3000,500,3000,500,cuda,0.001,50.333444118499756,/content/model_checkpoint.pt,train,0.644412337064743,4.665856450239818,0.10376631957540909,0.7776485473314921,0.539487060546875,375,3000,43.50628614425659,68.95555253906774
94,93,2026-05-25 00:06:30,128,8,3000,500,3000,500,cuda,0.001,50.333444118499756,/content/model_checkpoint.pt,val,0.9391129177714151,6.6090088779964145,0.13158208986241665,0.9330943529568021,0.5110517578125,63,500,6.82673716545105,73.24143113791088
95,94,2026-05-25 00:07:20,128,8,3000,500,3000,500,cuda,0.001,50.48011636734009,/content/model_checkpoint.pt,train,0.6460633239746094,4.653341674645742,0.10261195613940557,0.7818239987691243,0.539487060546875,375,3000,43.59078526496887,68.8218847576235
95,94,2026-05-25 00:07:20,128,8,3000,500,3000,500,cuda,0.001,50.48011636734009,/content/model_checkpoint.pt,val,1.0123801543599082,4.899764823535132,0.13633045988778272,0.9559637885245066,0.5110517578125,63,500,6.888909578323364,72.58042718013014
96,95,2026-05-25 00:08:11,128,8,3000,500,3000,500,cuda,0.001,50.35582423210144,/content/model_checkpoint.pt,train,0.6410784501234691,4.6440878082911174,0.10409716143707434,0.774460402170817,0.539487060546875,375,3000,43.486995220184326,68.98614136962863
96,95,2026-05-25 00:08:11,128,8,3000,500,3000,500,cuda,0.001,50.35582423210144,/content/model_checkpoint.pt,val,0.939383936306787,5.883974561615596,0.12932082851018226,0.9374825197552877,0.5110517578125,63,500,6.868409633636475,72.79705589360361
97,96,2026-05-25 00:09:01,128,8,3000,500,3000,500,cuda,0.001,50.49611783027649,/content/model_checkpoint.pt,train,0.6296036673386892,4.514133032480876,0.10150852030018966,0.7721301104227701,0.539487060546875,375,3000,43.579225063323975,68.84014104520602
97,96,2026-05-25 00:09:01,128,8,3000,500,3000,500,cuda,0.001,50.49611783027649,/content/model_checkpoint.pt,val,0.964244132004087,7.359796039641849,0.129140498323573,0.9418660487447467,0.5110517578125,63,500,6.916462182998657,72.29129383936329
98,97,2026-05-25 00:09:51,128,8,3000,500,3000,500,cuda,0.001,50.36812353134155,/content/model_checkpoint.pt,train,0.6274725086688996,4.474759062925974,0.10171632851163546,0.7706304670969645,0.539487060546875,375,3000,43.42914366722107,69.07803715835881
98,97,2026-05-25 00:09:51,128,8,3000,500,3000,500,cuda,0.001,50.36812353134155,/content/model_checkpoint.pt,val,0.9512983853854831,6.090331372760591,0.12931940429622218,0.9433040959494454,0.5110517578125,63,500,6.938570022583008,72.06095757088951
99,98,2026-05-25 00:10:42,128,8,3000,500,3000,500,cuda,0.001,50.37030863761902,/content/model_checkpoint.pt,train,0.6240704137484233,4.546859484990438,0.10132536786794663,0.7672714567184449,0.539487060546875,375,3000,43.47488188743591,69.0053628614225
99,98,2026-05-25 00:10:42,128,8,3000,500,3000,500,cuda,0.001,50.37030863761902,/content/model_checkpoint.pt,val,0.9114004392472524,6.278308872192625,0.12910061852917784,0.9217094400572399,0.5110517578125,63,500,6.894970417022705,72.51662730351545
100,99,2026-05-25 00:11:32,128,8,3000,500,3000,500,cuda,0.001,50.494760513305664,/content/model_checkpoint.pt,train,0.6217569009462992,4.541897614161173,0.10222455121576786,0.76741361840566,0.539487060546875,375,3000,43.54002285003662,68.90212277409213
100,99,2026-05-25 00:11:32,128,8,3000,500,3000,500,cuda,0.001,50.494760513305664,/content/model_checkpoint.pt,val,0.9595470419005742,6.666736780651032,0.13060001984593414,0.9499399482257782,0.5110517578125,63,500,6.9543068408966064,71.89789168628859
