epoch,train_loss,val_loss,train_abs_rel,val_abs_rel,train_rmse,val_rmse,train_si_rmse,val_si_rmse
33,0.39016500059135106,0.4031297700206439,4.47607657671583,4.733043415784836,0.06654690198153637,0.06470111368596554,0.596023635931161,0.6026856212218602
34,0.38809885568764746,0.453506862471501,4.417863833667064,5.065858661810557,0.0664141151767072,0.06991940023687979,0.5940700658182708,0.6348659641742707
35,0.3834142940385001,0.41552196637789407,4.501791673266158,4.584243068019549,0.06556043539367312,0.06300520318808656,0.5909569830553872,0.6115190714995067
36,0.3786388265539189,0.40901842072606087,4.461525627192186,3.7360208463668823,0.06546106503611164,0.07096945726498961,0.587734122379702,0.6045706924200058
37,0.376462754371519,0.4112208849489689,4.404851868943292,5.267829883416494,0.06474878613675507,0.06269720038585365,0.5866251371892132,0.6049309368133545
38,0.37439915266116053,0.3921748607357343,4.428077634579065,4.805991640965144,0.06419108309117812,0.06197959708049893,0.5848396975166944,0.5937486541668574
39,0.3691025180628105,0.38898488651712737,4.379194497265378,4.286472178816795,0.0635269610320541,0.06076010684296489,0.5812413174218061,0.5935078926086426
40,0.3656303603582236,0.38314061028758684,4.4344049282767335,4.051126760363579,0.06330034222487094,0.06240620127444466,0.5785688439741427,0.5897738913695018
41,0.36395859894095633,0.387732356796662,4.45146265026258,4.575709331830343,0.06319181158501959,0.060839736541112265,0.5776518505811691,0.5913449261585871
42,0.3596764263906041,0.3894024026195208,4.367705373532918,4.138922949711482,0.0625611668696855,0.0603217644666632,0.5742740591144075,0.5900927915175755
43,0.35802259757506605,0.3828694132566452,4.344276752106998,4.329212872902552,0.06266574648641315,0.06016101631584267,0.5734724159812441,0.588524627606074
44,0.3546817033403382,0.39074908101558686,4.429933578274688,4.413414751768112,0.06141386249207188,0.062148369258269665,0.570807923023798,0.5941547266244889
45,0.3517288331717861,0.3811609922945499,4.355099707154595,4.0953354496161145,0.061042105829466745,0.06036795705743134,0.56876537138102,0.5894235837459564
46,0.3506798185788247,0.37370310398936274,4.361143790398326,4.6108987888495125,0.061239261816645386,0.05885436819059153,0.5674674754848286,0.581981271982193
47,0.34633602266713065,0.391314071426789,4.3328971780015495,3.924919543504715,0.06036548391269634,0.059490902520095305,0.5645500689744949,0.5938984848658244
48,0.3439477410851693,0.3948646755516529,4.291906646575247,5.023554989178975,0.06020437494813636,0.06106737267288069,0.5627555259210723,0.5942654729286829
49,0.3432735493125356,0.38281392282247545,4.272748979567265,3.984465389053027,0.05973846423876833,0.06431010306936999,0.5621847421234968,0.5881511894464493
50,0.3393460575111058,0.37537995796402296,4.3438858336575175,4.093145802974701,0.05916381881995202,0.0632707242462784,0.559513718875087,0.5824316968123118
51,0.33697440301581305,0.3673313598334789,4.277616911195979,4.148553205927213,0.059232035026533944,0.059062629038468005,0.558166393972173,0.5785599921147029
52,0.3330288894337659,0.36984316279490786,4.286849917051743,4.157232807040215,0.058573213114251135,0.06015080811455846,0.5551078438880492,0.5783681482474009
53,0.33436196160103593,0.3652349123855432,4.382683486068736,3.8213275208473205,0.05887432672463509,0.06269373550762733,0.5555085619006838,0.5758106075525283
54,0.33078665624771797,0.37796756366888684,4.292717768330963,4.733008501052857,0.058388221017655215,0.060703408900027477,0.5531520690358415,0.5836191611289978
55,0.3293679397568411,0.36535619547963144,4.228065811645012,4.241180152177811,0.05783668712722328,0.05708335250491897,0.5522492203785448,0.5760602385203044
56,0.32691162237099236,0.3923397533694903,4.223199532816604,5.619311310927073,0.057556442823403574,0.06234344560715059,0.5499603081236081,0.5872430160045624
57,0.3246100311483047,0.37961465391516686,4.259380122958397,4.831527606725693,0.05718786357745186,0.06102537928149104,0.5482348421945864,0.583372172276179
58,0.3230036395179982,0.36168643058339756,4.27213265363051,4.303016115824382,0.056664150700837905,0.05658077895330886,0.5470708126985296,0.5730637467304865
59,0.32105633100076597,0.36099867524703344,4.18235814627336,4.045522385398547,0.05667390159592603,0.059998366978019475,0.5457850615163239,0.5736481618881225
60,0.31883357115089894,0.3700942859351635,4.258887357225223,4.450740478634835,0.05593097232648039,0.05734664162807167,0.5439839287315096,0.5783136587540308
61,0.316456633538616,0.3506484376192093,4.158498402748789,4.140257054726283,0.05578288969227436,0.05676706220395863,0.5423660980681984,0.5655321544408798
62,0.3155890821771962,0.35852717754244806,4.214041829036207,4.145763660748799,0.0553384384581325,0.05955662651794652,0.5415383241310412,0.5712484747568767
63,0.31413447697247776,0.3608560352822145,4.230400887174266,4.481758749961853,0.055467990674696176,0.05640952153131366,0.5399448662996292,0.5722161310911179
64,0.31208461522751924,0.34947299359242123,4.247560427359172,4.211631999174754,0.05522595922985323,0.05657961316158374,0.5388695252489071,0.5642908628384272
65,0.3107417368311055,0.3562085483074188,4.168977117708751,4.4944534996350605,0.05521482419512444,0.055062641436855,0.5377650074995294,0.56791315305233
66,0.3092155596248958,0.3507331688801448,4.133201039676764,4.461177748441696,0.0546511656058268,0.055441154620299735,0.5363780900531886,0.5652750019232432
67,0.30609358120633634,0.353703641752402,4.199187074425269,3.9386620343526206,0.05432665314525366,0.05587683002340297,0.5341788590258482,0.566411367336909
68,0.3063685068655379,0.35109653981526695,4.148103591173279,3.9001423288583754,0.0541416150862256,0.05760351589197914,0.5343781965970993,0.5651485296885173
69,0.3040317504974652,0.3484509647389253,4.112821513122442,3.893047905564308,0.05377893119556259,0.05763100981836518,0.5325363433543516,0.5627930087248484
70,0.3018558113778732,0.33732079140345256,4.167778035627336,4.013213735500972,0.053726828908262664,0.055922435910751425,0.5310015642825439,0.555573294321696
71,0.3016048516165845,0.34863114938139916,4.1385060319608575,4.114524266282717,0.05340850895931184,0.058123929704229034,0.5304723215893823,0.5631670957803726
72,0.30100717699193225,0.34576983016729357,4.1100815199710885,4.800946950038274,0.053285938910902386,0.05435642153335114,0.5300125843286514,0.5585803496837616
73,0.2985325416299153,0.34181489737828574,4.152169566105823,4.430728132486343,0.05282317284128762,0.05423215427746375,0.5279169183665392,0.5583144055604935
74,0.2979419747930096,0.35558652701973914,4.10983389825237,4.802149432341258,0.05310441822763912,0.05643060193831722,0.527248571326538,0.5646393959522247
75,0.2963268098797725,0.33677741729219757,4.112910182877463,4.090468493620555,0.052633690051306796,0.05514101472248634,0.5259312574535,0.5550701860189438
76,0.29562681603036367,0.3394508219957352,4.116593660061457,4.171462333877882,0.0522825635248339,0.05461768900603056,0.5256992664020889,0.5571500409444173
77,0.2940604063222299,0.3413242721259594,4.039712147676215,3.848574014544487,0.052459344273357064,0.057215433514366545,0.5242714201856633,0.5578265266815822
78,0.29362920519040553,0.34843627621730167,4.123660279792182,4.342016436338425,0.051946191235293385,0.05507774846938749,0.52386114474462,0.5606988190809886
79,0.2930298991212431,0.34524903335173923,4.045690015955847,4.490497519572576,0.05193250648544303,0.05363104335777462,0.5232839878420441,0.5605199876825014
80,0.29177386583570314,0.3451889728605747,4.157358082247024,4.3664382106463115,0.05169121621908354,0.05398475735199948,0.5219484046496907,0.5596601317326227
81,0.29049752073780616,0.33831787065664926,4.073254821428231,4.5076403683424,0.051700062450135545,0.05349524059208731,0.5213624122921301,0.5538567184607188
82,0.2896100460935612,0.33840523748596507,4.019581878385981,4.336150403221448,0.05149502918927227,0.05516517574774722,0.5204537913385703,0.5546802031596502
83,0.2889589055080195,0.34018133973081904,4.07250857285699,4.30869005894661,0.051014566324860317,0.05484207339460651,0.5198330428709789,0.5549393844207128
84,0.28855530504365356,0.3332103923062483,4.105643093731938,4.224424117803574,0.0510027733605298,0.05487336778951188,0.5194117526071412,0.5509309469461441
85,0.2862568144637103,0.3361501514315605,4.077354369954187,3.970693439523379,0.05119529813931951,0.05516159469634294,0.5176410189575078,0.5539577370882034
86,0.2861070409173868,0.33109174887339277,4.077235897603083,4.339717986345291,0.05050878269669163,0.05362996408715844,0.5174644057787194,0.549316038330396
87,0.28544431126999614,0.33039930467804274,4.042848229663712,4.2168809895515444,0.050594367490016987,0.05314811045490205,0.5168352906010589,0.5493913582960764
88,0.2840380064261203,0.3363765932569901,4.005863548225286,3.959141243537267,0.05040693662718547,0.05561452401864032,0.5159213563434931,0.5539175118605296
89,0.2831599358134732,0.3285828385055065,3.994445315216269,3.8744814622004826,0.050226115789644574,0.05422025936283171,0.5150842123007288,0.5482331963777543
90,0.28182134481413024,0.3330409224828084,4.090001323405577,4.278472569624583,0.050321966978075096,0.053759587013473116,0.5140806501799701,0.5510287495851517
