model,avg_epoch_time_sec,total_training_time_hr,train_samples_per_sec,val_samples_per_sec
DepthModelWithCues,242.32484011888505,6.731245558857918,90.88325995942412,112.52624589728228
SmallUNet,50.53019593477249,1.4036165537436802,68.78474173171847,72.31759567498747
